title,link,summary,keywords
Endocrine Effects of Space Flight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11833055/,"Spaceflight simulated by clinostat causes decreased activity, altered gait, enhanced fear memory, bone loss, immune/endocrine changes, and altered metabolic pathways in mice.",spaceflight; clinostat; mice; central nervous system; behavior; bone loss; immune system; endocrine system; metabolic pathways; transcriptomics; microbiomics
Role of shear stress on renal proximal tubular cells for nephrotoxicity assays,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9146534/,"This study investigates the effects of contrast media viscosity on renal tubular cells using a kidney-on-a-chip model. High viscosity of iso-osmolar contrast media reduces cell viability under high shear stress, while low-osmolar contrast media shows significant dose-dependent cytotoxicity under static and low-to-moderate shear stress conditions.",renal tubules; contrast media; viscosity; kidney-on-a-chip; renal tubular cell injury; shear stress; nephrotoxicity; in vitro model; cytotoxicity; fluid flow rate.
Bone hemodynamic responses to changes in external pressure.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11492218/,"This randomized controlled trial compared the effect of different concentrations of epinephrine/physiological saline injection into the ear during otoendoscopic surgery on surgical field clarity and hemodynamic stability. No significant differences in surgical field clarity were found, but epinephrine injection increased hemodynamic parameters and had a more significant and long-lasting effect with higher concentrations.",epinephrine; physiological saline; otoendoscopic surgery; surgical field clarity; hemodynamic stability; randomized controlled trial.
Fifteen days of microgravity causes growth in calvaria of mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4110898/,"Microgravity causes increased bone growth in calvaria of mice, possibly due to fluid shifts.",microgravity; mice; calvaria; bone growth; fluid shifts; spaceflight; bone remodeling
Altered disc compression in children with idiopathic low back pain: an upright magnetic resonance imaging backpack study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3947616/,"Children with idiopathic low back pain (ILBP) experience less lumbar IVD compression, less lumbar lordosis, and more pain with increasing backpack loads compared to normal children.",backpacks; children; idiopathic low back pain; lumbar IVD; lordosis; pain.
Spaceflight-induced bone loss alters failure mode and reduces bending strength in murine spinal segments.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5477841/,"Spaceflight reduces bending strength in mouse spinal segments, causing failure in epiphyseal bone; bone loss alters failure mode and increases disc herniation risk.",spaceflight; bone loss; spine; bending strength; disc herniation; mice; microgravity; vertebral bone; failure mode.
Spaceflight-associated vascular remodeling and gene expression in mouse calvaria.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9139491/,Spaceflight causes significant vascular remodeling and gene expression changes in non-load bearing mouse bones.,spaceflight; microgravity; bone; vascular remodeling; gene expression; angiogenesis; mice; VEGFA; BMP-2; DMP1; RUNX2; OCN.
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: Effect on growth, the transcriptome and survival under stress.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515531/,"Mycobacterium marinum, a waterborne pathogen, adapts to low-shear modeled microgravity (LSMMG) by altering gene expression and reducing translation, metabolism, and increasing lipid degradation and chaperone expression.",Mycobacterium marinum; microgravity; transcriptome; gene expression; bacterial growth; hydrogen peroxide; gamma radiation; pH; RNA-Seq; sigma factor H.
Oxygen dependency of germinating Brassica seeds.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10025027/,"The study examines the impact of salinity on cauliflower seed germination and growth, and tests the effectiveness of hydropriming, halopriming, and osmopriming in mitigating the negative effects. The results show that salinity reduces germination, growth, and photosynthetic attributes, and causes oxidative damage. However, priming approaches improve germination, growth, and physio-biochemical attributes, and reduce oxidative damage.",cauliflower; salinity; seed germination; photosynthetic attributes; oxidative damage; priming; hydropriming; halopriming; osmopriming.
"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7733933/,"Desiccation mitigates heat stress in the resurrection fern, Pleopeltis polypodioides, allowing it to survive temperatures up to 50&#176;C in the dried state, but only up to 40&#176;C in the hydrated state.",resurrection fern; Pleopeltis polypodioides; desiccation; heat stress; photosystem II efficiency; metabolic indicators; chlorophyll fluorescence; quantum yield; hydroperoxides; lipid hydroperoxides; catalase; glutathione; fatty acids; thermotolerance.
Transcription profile of auxin related genes during positively gravitropic hypocotyl curvature of Brassica rapa.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9105288/,"Brassica rapa's young hypocotyls exhibit positive gravitropism, with auxin-related genes PIN1, PIN3, IAA5, and ARG1 affecting differential elongation during this process. The transcription profile of these genes is spatially distinct and reverses after 48 hours, suggesting they control both positive and negative gravicurvature.",Brassica rapa; gravitropism; auxin; genes; PIN1; PIN3; IAA5; ARG1; transcription; SPGE; graviresponse; elongation; positive and negative curvature.
High-gradient magnetic fields and starch metabolism: Results from a space experiment.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9617909/,"In space, high-gradient magnetic fields (HGMF) can alter amyloplast size and gene expression in Brassica rapa, mimicking gravitropism and affecting starch metabolism.",high-gradient magnetic fields; plants; amyloplasts; starch metabolism; microgravity; gene expression; Brassica rapa; gravitropism; clinorotation.
Lipid rafts and plant gravisensitivity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9695138/,"Investigating plant growth in space necessitates understanding plant cell membranes and their responses to stressors, including gravity. Lipid rafts, stabilized microdomains in membranes, increase in rigidity and reduce permeability under stress.",lipid rafts; plant cell membrane; stressors; gravity; abiotic stress; mechanosensitive ion channels; cytoskeleton.
United in Diversity: Mechanosensitive Ion Channels in Plants,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,"S1PR3 and sphingosine 1-phosphate regulate mechanonociception, affecting neuronal excitability and pain thresholds.",mechanonociception; S1PR3; sphingosine 1-phosphate; neuronal excitability; pain thresholds.
Expressing and Characterizing Mechanosensitive Channels in Xenopus Oocytes,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4469364/,"Xenopus oocytes are a useful system for studying mechanosensitive ion channels, which have been understudied due to native expression systems. This study details methods for expressing and characterizing bacterial and plant mechanosensitive channels in Xenopus oocytes.",Xenopus oocytes; mechanosensitive channels; expression; characterization; ion channels; bacteria; plants
The ongoing search for the molecular basis of plant osmosensing,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4411250/,Microbes are essential for spacecraft life support.,microbes; spacecraft; life support systems; essential
Effects of angular frequency during clinorotation on mesenchymal stem cell morphology and migration,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5515506/,"This study investigates the effects of clinorotation speed on human mesenchymal stem cell (hMSC) morphology, cytoarchitecture, and migration using a lab-on-chip-based clinostat system. The results indicate that hMSCs adopt more rounded morphologies with higher angular frequency, which may be related to their ability to sense changing gravity vectors. Clinorotation did not significantly alter migration patterns in elongated cells but compromised motility due to cell retraction.",human mesenchymal stem cells (hMSCs); clinorotation; angular frequency; cell morphology; cytoarchitecture; chemotaxis; lab-on-chip; clinostat system.
"The role of FGF-2 and BMP-2 in regulation of gene induction, cell proliferation and mineralization.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3044105/,FGF-2 promotes bone growth by inducing proliferation and re-programming gene expression; BMP-2 stimulates mineralization.,FGF-2; bone; growth; BMP-2; mineralization; gene expression; osteoblasts; fracture repair.
"Nutritional supplements, COX-2 and IGF-1 expression in men on active surveillance for prostate cancer.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3002170/,A 3-month study found no significant change in IGF-1 or COX-2 gene expression in the normal prostate microenvironment of men with low-burden prostate cancer taking lycopene or fish oil supplements.,nutritional supplements; prostate cancer; IGF-1; COX-2; gene expression; clinical trial; prostate microenvironment; low-burden cancer.
Hyperoxia inhibits T cell activation in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11470607/,"Hyperoxia increases iNKT cells, which promote ferroptosis in type II epithelial cells, contributing to alveolarization disorder in bronchopulmonary dysplasia.",bronchopulmonary dysplasia; type II epithelial cells; iNKT cells; hyperoxia; ferroptosis; alveolarization disorder
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,"Gravitational mechanical unloading in endothelial cells reduces adhesion molecule and pro-inflammatory cytokine expression, while increasing eNOS, Caveolin-1, and -2 expression; cell size decreases but can be reversed with mechanical loading.","endothelial cells; gravitational mechanical unloading; gene expression; adhesion molecules; pro-inflammatory cytokines; eNOS; Caveolin-1, -2; vascular disease; low gravity environments."
